"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mexico","2010","Total","Female","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2011","3658904","7"
"Mexico","2010","Total","Female","41","Census - de facto - complete tabulation","Final figure, complete","2011","583241","7"
"Mexico","2010","Total","Female","42","Census - de facto - complete tabulation","Final figure, complete","2011","824726","7"
"Mexico","2010","Total","Female","43","Census - de facto - complete tabulation","Final figure, complete","2011","672572","7"
"Mexico","2010","Total","Female","44","Census - de facto - complete tabulation","Final figure, complete","2011","617950","7"
"Mexico","2010","Total","Female","45","Census - de facto - complete tabulation","Final figure, complete","2011","726848","7"
"Mexico","2010","Total","Female","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2011","3104366","7"
"Mexico","2010","Total","Female","46","Census - de facto - complete tabulation","Final figure, complete","2011","606129","7"
"Mexico","2010","Total","Female","47","Census - de facto - complete tabulation","Final figure, complete","2011","580955","7"
"Mexico","2010","Total","Female","48","Census - de facto - complete tabulation","Final figure, complete","2011","624917","7"
"Mexico","2010","Total","Female","49","Census - de facto - complete tabulation","Final figure, complete","2011","565517","7"
"Mexico","2010","Total","Female","50","Census - de facto - complete tabulation","Final figure, complete","2011","717349","7"
"Mexico","2010","Total","Female","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2011","2661840","7"
"Mexico","2010","Total","Female","51","Census - de facto - complete tabulation","Final figure, complete","2011","421833","7"
"Mexico","2010","Total","Female","52","Census - de facto - complete tabulation","Final figure, complete","2011","551331","7"
"Mexico","2010","Total","Female","53","Census - de facto - complete tabulation","Final figure, complete","2011","483410","7"
"Mexico","2010","Total","Female","54","Census - de facto - complete tabulation","Final figure, complete","2011","487917","7"
"Mexico","2010","Total","Female","55","Census - de facto - complete tabulation","Final figure, complete","2011","497724","7"
"Mexico","2010","Total","Female","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2011","2025828","7"
"Mexico","2010","Total","Female","56","Census - de facto - complete tabulation","Final figure, complete","2011","435785","7"
"Mexico","2010","Total","Female","57","Census - de facto - complete tabulation","Final figure, complete","2011","358032","7"
"Mexico","2010","Total","Female","58","Census - de facto - complete tabulation","Final figure, complete","2011","387501","7"
"Mexico","2010","Total","Female","59","Census - de facto - complete tabulation","Final figure, complete","2011","346786","7"
"Mexico","2010","Total","Female","60","Census - de facto - complete tabulation","Final figure, complete","2011","461898","7"
"Mexico","2010","Total","Female","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2011","1639799","7"
"Mexico","2010","Total","Female","61","Census - de facto - complete tabulation","Final figure, complete","2011","238556","7"
"Mexico","2010","Total","Female","62","Census - de facto - complete tabulation","Final figure, complete","2011","324954","7"
"Mexico","2010","Total","Female","63","Census - de facto - complete tabulation","Final figure, complete","2011","317862","7"
"Mexico","2010","Total","Female","64","Census - de facto - complete tabulation","Final figure, complete","2011","296529","7"
"Mexico","2010","Total","Female","65","Census - de facto - complete tabulation","Final figure, complete","2011","315550","7"
"Mexico","2010","Total","Female","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2011","1221992","7"
"Mexico","2010","Total","Female","66","Census - de facto - complete tabulation","Final figure, complete","2011","233826","7"
"Mexico","2010","Total","Female","67","Census - de facto - complete tabulation","Final figure, complete","2011","222583","7"
"Mexico","2010","Total","Female","68","Census - de facto - complete tabulation","Final figure, complete","2011","243509","7"
"Mexico","2010","Total","Female","69","Census - de facto - complete tabulation","Final figure, complete","2011","206524","7"
"Mexico","2010","Total","Female","70","Census - de facto - complete tabulation","Final figure, complete","2011","295781","7"
"Mexico","2010","Total","Female","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2011","1000041","7"
"Mexico","2010","Total","Female","71","Census - de facto - complete tabulation","Final figure, complete","2011","139372","7"
"Mexico","2010","Total","Female","72","Census - de facto - complete tabulation","Final figure, complete","2011","206993","7"
"Mexico","2010","Total","Female","73","Census - de facto - complete tabulation","Final figure, complete","2011","183282","7"
"Mexico","2010","Total","Female","74","Census - de facto - complete tabulation","Final figure, complete","2011","174613","7"
"Mexico","2010","Total","Female","75","Census - de facto - complete tabulation","Final figure, complete","2011","180550","7"
"Mexico","2010","Total","Female","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2011","665794","7"
"Mexico","2010","Total","Female","76","Census - de facto - complete tabulation","Final figure, complete","2011","140245","7"
"Mexico","2010","Total","Female","77","Census - de facto - complete tabulation","Final figure, complete","2011","114872","7"
"Mexico","2010","Total","Female","78","Census - de facto - complete tabulation","Final figure, complete","2011","134166","7"
"Mexico","2010","Total","Female","79","Census - de facto - complete tabulation","Final figure, complete","2011","95961","7"
"Mexico","2010","Total","Female","80","Census - de facto - complete tabulation","Final figure, complete","2011","146770","7"
"Mexico","2010","Total","Female","80 - 84","Census - de facto - complete tabulation","Final figure, complete","2011","443659","7"
"Mexico","2010","Total","Female","81","Census - de facto - complete tabulation","Final figure, complete","2011","61486","7"
"Mexico","2010","Total","Female","82","Census - de facto - complete tabulation","Final figure, complete","2011","84034","7"
"Mexico","2010","Total","Female","83","Census - de facto - complete tabulation","Final figure, complete","2011","75129","7"
"Mexico","2010","Total","Female","84","Census - de facto - complete tabulation","Final figure, complete","2011","76240","7"
"Mexico","2010","Total","Female","85","Census - de facto - complete tabulation","Final figure, complete","2011","77504","7"
"Mexico","2010","Total","Female","85 - 89","Census - de facto - complete tabulation","Final figure, complete","2011","256703","7"
"Mexico","2010","Total","Female","86","Census - de facto - complete tabulation","Final figure, complete","2011","57332","7"
"Mexico","2010","Total","Female","87","Census - de facto - complete tabulation","Final figure, complete","2011","48267","7"
"Mexico","2010","Total","Female","88","Census - de facto - complete tabulation","Final figure, complete","2011","40130","7"
"Mexico","2010","Total","Female","89","Census - de facto - complete tabulation","Final figure, complete","2011","33470","7"
"Mexico","2010","Total","Female","90","Census - de facto - complete tabulation","Final figure, complete","2011","39794","7"
"Mexico","2010","Total","Female","90 - 94","Census - de facto - complete tabulation","Final figure, complete","2011","96794","7"
"Mexico","2010","Total","Female","91","Census - de facto - complete tabulation","Final figure, complete","2011","13701","7"
"Mexico","2010","Total","Female","92","Census - de facto - complete tabulation","Final figure, complete","2011","18109","7"
"Mexico","2010","Total","Female","93","Census - de facto - complete tabulation","Final figure, complete","2011","13891","7"
"Mexico","2010","Total","Female","94","Census - de facto - complete tabulation","Final figure, complete","2011","11299","7"
"Mexico","2010","Total","Female","95","Census - de facto - complete tabulation","Final figure, complete","2011","11628","7"
"Mexico","2010","Total","Female","95 - 99","Census - de facto - complete tabulation","Final figure, complete","2011","39812","7"
"Mexico","2010","Total","Female","96","Census - de facto - complete tabulation","Final figure, complete","2011","9545","7"
"Mexico","2010","Total","Female","97","Census - de facto - complete tabulation","Final figure, complete","2011","6631","7"
"Mexico","2010","Total","Female","98","Census - de facto - complete tabulation","Final figure, complete","2011","7304","7"
"Mexico","2010","Total","Female","99","Census - de facto - complete tabulation","Final figure, complete","2011","4704","7"
"Mexico","2010","Total","Female","100 +","Census - de facto - complete tabulation","Final figure, complete","2011","11247","7"
"Mexico","2010","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","697187","7"
"Mexico","2010","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2011","86287410","7"
"Mexico","2010","Urban","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","2011","1453231","7"
"Mexico","2010","Urban","Both Sexes","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2011","7766149","7"
"Mexico","2010","Urban","Both Sexes","1","Census - de facto - complete tabulation","Final figure, complete","2011","1490303","7"
"Mexico","2010","Urban","Both Sexes","2","Census - de facto - complete tabulation","Final figure, complete","2011","1591567","7"
